"Ignore this notification","Bỏ qua thông báo này"
"Import / Export Tax Rates","Nhập/Xuất thuế suất"
"Import Tax Rates","Nhập thuế suất"
"Inc. Tax","Bao gồm thuế"
"Incl. Tax","Bao gồm thuế"
"Incl. Tax:","Bao gồm thuế:"
"Include Tax In Grand Total","Bao gồm thuế trong tổng số lớn"
"Including Tax","Bao gồm thuế"
"Including and Excluding Tax","Bao gồm và không bao gồm thuế"
"Invalid file format upload attempt","Nỗ lực tải lên định dạng tập tin không hợp lệ"
"Invalid file upload attempt","Nỗ lực tải lên tập tin không hợp lệ"
"Manage Customer Tax Classes","Quản lý các lớp thuế khách hàng"
"Manage Product Tax Classes","Quản lý các lớp thuế sản phẩm"
"Manage Tax Rates","Quản lý thuế suất"
"Manage Tax Rules","Quản lý quy tắc thuế"
"Manage Tax Zones & Rates","Quản lý các vùng thuế và thuế suất"
"Maximum zip code length is 9.","Chiều dài mã ZIP tối đa là 9."
"Name","Tên"
"New Class","Lớp mới"
"New Rule","Quy tắc mới"
"New Tax Rate","Thuế suất mới"
"No","Không"
"None","Không"
"One of the country has invalid code.","Một trong những quốc gia có mã không hợp lệ."
"Orders, Invoices, Credit Memos Display Settings","Cài đặt hiển thị đơn hàng, hóa đơn, bản ghi nhớ tín dụng"
"Original price only","Chỉ giá gốc"
"Please fill all required fields with valid information.","Hãy điền vào tất cả các mục bắt buộc với thông tin hợp lệ."
"Please see <a href=""%s"">source</a> for more details.","Hãy xem <a href=""%s"">nguồn</a> để biết thêm chi tiết."
"Price Display Settings","Cài đặt hiển thị giá"
"Priority","Độ ưu tiên"
"Product Tax Class","Lớp thuế sản phẩm"
"Product Tax Class Information","Thông tin lớp thuế sản phẩm"
"Product Tax Classes","Lớp thuế sản phẩm"
"Range From","Phạm vi từ"
"Range To","Phạm vi đến"
"Range To should be equal or greater than Range From.","Phạm vi đến nên bằng hoặc lớn hơn phạm vi từ."
"Rate","Tỷ lệ"
"Rate Percent","Tỷ lệ phần trăm"
"Rate Percent should be a positive number.","Tỷ lệ phần trăm phải là một số dương."
"Reset","Thiết lập lại"
"Row Total","Tổng số dòng"
"Sales","Bán hàng"
"Save Class","Lưu lớp"
"Save Rate","Lưu tỷ lệ"
"Save Rule","Lưu quy tắc"
"Save and Continue Edit","Lưu và tiếp tục chỉnh sửa"
"Shipping & Handling (Excl.Tax)","Giao hàng & đang xử lý (Không thuế)"
"Shipping & Handling (Incl.Tax)","Giao hàng & đang xử lý (Bao gồm thuế)"
"Shipping & Handling Tax","Thuế vận chuyển & giải quyết"
"Shipping (Excl. Tax)","Vận chuyển (Không thuế)"
"Shipping (Incl. Tax)","Vận chuyển (Bao gồm thuế)"
"Shipping Excl. Tax (%s)","Vận chuyển không thuế (%s)"
"Shipping Incl. Tax (%s)","Vận chuyển bao gồm thuế (%s)"
"Shipping Prices","Giá vận chuyển"
"Shopping Cart Display Settings","Cài đặt hiển thị giỏ mua sắm"
"Sort Order","Sắp xếp đơn hàng"
"State","Tiểu bang"
"State/Region","Tiểu bang/Khu vực"
"Subtotal (Excl. Tax)","Tổng phụ (Không thuế)"
"Subtotal (Excl.Tax)","Tổng phụ (Không thuế)"
"Subtotal (Incl. Tax)","Tổng phụ (Bao gồm thuế)"
"Subtotal (Incl.Tax)","Tổng phụ (Bao gồm thuế)"
"Subtotal only","Chỉ tổng phụ"
"Tax","Thuế"
"Tax Calculation Based On","Tính toán thuế dựa trên"
"Tax Calculation Method Based On","Phương pháp tính toán thuế dựa trên"
"Tax Class for Shipping","Lớp thuế cho vận chuyển"
"Tax Classes","Các lớp thuế"
"Tax Identifier","Nhận dạng thuế"
"Tax Rate","Thuế suất"
"Tax Rate Information","Thông tin thuế suất"
"Tax Rule Information","Thông tin quy tắc thuế"
"Tax Rules","Quy tắc thuế"
"Tax Section","Mục thuế"
"Tax Titles","Tiêu đề thuế"
"Tax rate cannot be removed. It exists in tax rule","Tỷ suất thuế không thể gỡ. Nó tồn tại trong quy định thuế"
"Tax rates at the same priority are added, others are compounded.","Thuế suất cùng mức ưu tiên đã được thêm vào, loại khác sẽ phức tạp."
"The tax class has been deleted.","Lớp thuế đã bị xóa."
"The tax class has been saved.","Lớp thuế đã được lưu."
"The tax rate has been deleted.","Các mức thuế suất đã bị xóa."
"The tax rate has been imported.","Các mức thuế suất đã được nhập."
"The tax rate has been saved.","Các mức thuế suất đã được lưu."
"The tax rule has been deleted.","Các quy định thuế đã bị xóa."
"This class no longer exists","Lớp này không còn tồn tại"
"This rule no longer exists","Quy định này không còn tồn tại"
"This rule no longer exists.","Quy định này không còn tồn tại."
"Total","Tổng"
"Unit Price","Đơn giá"
"Warning tax configuration can result in rounding errors","Cảnh báo cấu hình thuế có thể dẫn đến lỗi làm tròn số"
"Warning tax configuration can result in unexpected FPT prices on applicable devices","Cảnh báo cấu hình thuế có thể dẫn đến mức giá FPT không mong đợi trên thiết bị áp dụng"
"Warning tax discount configuration might result in different discounts than a customer might expect","Cảnh báo cấu hình chiết khấu thuế có thể dẫn đến chiết khấu khác so với một khách hàng có thể mong đợi"
"When catalog price includes tax, enable this setting will fix the price no matter what the customer's tax rate is.","Khi danh mục giá bao gồm thuế, bật thiết lập này sẽ sửa giá không có vấn đề gì với thuế suất của khách hàng."
"Whether catalog prices entered by admin include tax.","Cho dù danh mục giá được nhập bởi quản trị viên bao gồm thuế."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","Cho dù số lượng vận chuyển nhập bởi quản trị viên hoặc thu được từ các cổng bao gồm thuế."
"Yes","Có"
"You cannot delete this tax class as it is used for %d customer groups.","Bạn không thể xóa lớp thuế này vì nó được sử dụng cho nhớm khách hàng %d."
"You cannot delete this tax class as it is used for %d products.","Bạn không thể xóa lớp thuế này vì nó được sử dụng cho sản phẩm %d."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","Bạn không thể xóa lớp thuế này vì nó được dùng trong quy định thuế. Bạn cần phải xóa các quy định nó đã sử dụng trước."
"Zip code should not contain characters other than digits.","Mã ZIP không được chứa các kí tự khác hơn chữ số."
"Zip/Post Code","Mã ZIP/Bưu chính"
"Zip/Post is Range","Zip/Bưu chính là phạm vi"
"for store(s)","cho cửa hàng"
