"Empty Rows","Hàng rỗng"
"Enable Reports","Bật báo cáo"
"Excel XML","Excel XML"
"Filter","Bộ lọc"
"First Name","Họ"
"From","Từ"
"General","Chung"
"Guest","Khách"
"Hits","Số lần"
"ID","ID"
"IP Address","Địa chỉ IP"
"Index model name must be defined","Mô hình chỉ số phải được định nghĩa"
"Invalid date specified.","Ngày chỉ định không hợp lệ."
"Invoiced","Lập biên nhận"
"Items in Cart","Các mặt hàng trong giỏ"
"Last Name","Tên"
"Last Review","Xem lại sau cùng"
"Link","Liên kết"
"List of Products Recently Compared and Removed from the Compare List by Visitor","Danh sách sản phẩm mới được so sánh và loại bỏ khỏi danh sách so sánh bởi khách"
"List of Products Recently Viewed by Visitor","Danh sách sản phẩm mới được xem bởi khách"
"Low Stock","Ít hàng"
"Low stock","Ít hàng"
"Match Period To","Thời gian phù hợp tới"
"Month","Tháng"
"Most Viewed","Xem nhiều nhất"
"Name","Tên"
"New Accounts","Tài khoản mới"
"No","Không"
"Number Added","Số được thêm"
"Number Fulfilled","Số đã hoàn thành"
"Number Of Reviews","Số nhận xét"
"Number Purchased","Số đã mua"
"Number Viewed","Số đã xem"
"Number of Items","Số lượng mục"
"Number of New Accounts","Số tài khoản mới"
"Number of Products to display","Số sản phẩm để hiển thị"
"Number of Reviews","Số nhận xét"
"Number of Times Deleted","Số lần xóa"
"Number of Total Tags","Số thẻ tổng cộng"
"Number of Unique Tags","Số thẻ duy nhất"
"Number of Views","Số lượt xem"
"Number of items bought from a wishlist: %s","Số mặt hàng mua từ một danh sách ưa thích: %s"
"Number of times wishlists have been shared (emailed): %s","Số lần danh sách ưa thích được chai sẻ (qua email): %s"
"Number of wishlist conversions: %s","Số lần chuyển đổi danh sách ưa thích: %s"
"Number of wishlist referrals: %s","Số lần giới thiệu danh sách ưa thích: %s"
"Number of wishlists: %s","Số danh sách ưa thích: %s"
"Order Status","Tình trạng đơn hàng"
"Order Taxes Report Grouped by Tax Rate","Báo cáo thuế đơn hàng được nhóm theo thuế suất"
"Orders","Các đơn hàng"
"Out of stock","Hết hàng"
"Period","Thời hạn"
"Poducts Report","Bản báo cáo sản phẩm"
"Popular Tags","Thẻ phổ biến"
"Popularity","Phổ biến"
"Price","Giá"
"Product Name","Tên sản phẩm"
"Product Reviews","Nhận xét sản phẩm"
"Product SKU","SKU sản phẩm"
"Product Tags","Thẻ sản phẩm"
"Products","Sản phẩm"
"Products Ordered","Sản phẩm được đặt hàng"
"Products Report","Bản báo cáo sản phẩm"
"Products Reviews","Nhận xét sản phẩm"
"Products Tags","Thẻ sản phẩm"
"Products in carts","Sản phẩm trong giỏ hàng"
"Purchases","Mua"
"Quantity Ordered","Số lượng đã được đặt"
"Quantity of Items","Số lượng mặt hàng"
"Recently Compared","So sánh gần đây"
"Recently Compared Products","Sản phầm mới được so sánh"
"Recently Viewed","Xem gần đây"
"Recently Viewed Products","Sản phẩm được xem gần đây"
"Recently Viewed/Compared Products","Sản phẩm được xem/so sánh gần đây"
"Refresh Lifetime Statistics","Làm mới bản thống kê thời gian sống"
"Refresh Statistics","Làm mới bản thống kê"
"Refresh Statistics for the Last Day","Làm mới thống kê cho ngày cuối"
"Refunds","Hoàn lại"
"Report","Báo cáo"
"Reports","Các báo cáo"
"Results","Các kết quả"
"Revenue","Doanh thu"
"Review","Xem lại"
"Reviews","Nhận xét"
"Reviews for %s","Nhận xét cho %s"
"Sales","Bán hàng"
"Sales Report","Báo cáo bán hàng"
"Search Query","Truy vấn tìm kiếm"
"Search Terms","Từ khóa tìm kiếm"
"Select day of the month.","Chọn ngày trong tháng."
"Shipping","Giao hàng"
"Shopping Cart","Giỏ mua sắm"
"Shopping Cart Price Rule","Quy tắc giá cả giỏ mua sắm"
"Show Actual Values","Hiển thị giá trị thực tế"
"Show Report","Hiển thị báo cáo"
"Show for Current","Hiển thị cho hiện tại"
"Specified","Đã xác định"
"Statistics","Số liệu thống kê"
"Stock Qty","Số lượng trong kho"
"Submitted In","Nộp trong"
"Submitted On","Nộp trên"
"Subtotal","Tổng phụ"
"Tag","Thẻ"
"Tag ""%s"" details","Chi tiết thẻ ""%s"""
"Tag Detail","Chi tiết thẻ"
"Tag Name","Tên thẻ"
"Tag Use","Sử dụng thẻ"
"Tags Submitted by %s","Thẻ được đăng bởi %s"
"Tags submitted to %s","Thẻ được đăng tới %s"
"Tax","Thuế"
"Title","Tiêu đề"
"To","Tới"
"Total","Tổng số"
"Total Invoiced vs. Paid Report","Tổng số hóa đơn với báo cáo đã trả"
"Total Ordered Report","Bản báo cáo tổng số đơn hàng"
"Total Refunded Report","Bản báo cáo tổng số hoàn trả"
"Total Shipped Report","Bản báo cáo tổng số đã giao"
"Total Tags","Tổng số thẻ"
"Total invoiced","Tổng số hóa đơn"
"Total refunded","Tổng số hoàn trả"
"Updated At","Cập nhật tại"
"Viewed Products Grid Template","Xem sản phẩm dưới dạng lưới"
"Viewed Products List Template","Xem sản phẩm dưới dạng liệt kê"
"Visible In","Hiển thị trong"
"Wishlist Report","Báo cáo danh sách ưa thích"
"Wishlist vs. Regular Order","Danh sách ưa thích với đơn hàng thường xuyên"
"Wishlists","Danh sách ưa thích"
"Year","Năm"
"Year-To-Date Starts","Năm-tới-Ngày bắt đầu"
"Yes","Có"
"Your Recently Compared","So sánh gần đây của bạn"
"Your Recently Viewed","Xem gần đây của bạn"
"undefined","chưa xác định"
