"Edit Block","Chỉnh sửa khối"
"Edit Block '%s'","Chỉnh sửa khối '%s'"
"Edit Page","Chỉnh sửa trang"
"Edit Page '%s'","Chỉnh sửa trang '%s'"
"Enable WYSIWYG Editor","Kích hoạt tính năng soạn thảo WYSIWYG"
"Enabled","Mở"
"Enabled by Default","Mở theo mặc định"
"Expand All","Mở rộng tất cả"
"General Information","Thông tin chung"
"Go to Home Page","Đi đến trang chủ"
"Home","Trang chủ"
"ID","ID"
"Identifier","Định danh"
"If empty, the Page Title will be used","Nếu trống, tiêu đề trang sẽ được sử dụng"
"Images (%s)","Hình (%s)"
"Insert File","Chèn tập tin"
"Invalid folder name. Please, use alphanumeric characters, underscores and dashes.","Tên thư mục không đúng. Vui lòng sử dụng kí tự chữ và số, gạch dưới và dấu gạch ngang."
"Keywords","Từ khóa"
"Last Modified","Sửa đổi lần cuối"
"Layout","Bố cục"
"Layout Update XML","Bố trí cập nhật XML"
"Link to a CMS Page","Liên kết tới một trang CMS"
"Manage Pages","Quản lý trang"
"Media Gallery","Thư viện truyền thông"
"Media Storage","Phương tiện lưu trữ"
"Meta Data","Siêu dữ liệu"
"Meta Description","Mô tả khái quái"
"Meta Keywords","Thẻ từ khóa"
"New Block","Khối mới"
"New Folder Name:","Tên thư mục mới:"
"New Page","Trang mới"
"No files found","Không tìm thấy tập tin"
"Page Information","Thông tin trang"
"Page Layout","Bố cục trang"
"Page Status","Trạng thái trang"
"Page Title","Tiêu đề trang"
"Pages","Trang"
"Product Tax Class Information","Lớp thông tin thuế sản phẩm"
"Redirect to CMS-page if Cookies are Disabled","Chuyển tới trang CMS nếu Cookies đã tắt"
"Relative to Website Base URL","Liên quan đến trang web URL cơ sở "
"Save Block","Lưu khối"
"Save Page","Lưu trang"
"Save Process","Lưu quá trình"
"Select Block...","Chọn khối..."
"Select Page...","Chọn trang..."
"Show Breadcrumbs for CMS Pages","Hiển thị Breadcrumbs cho các trang CMS"
"Show Notice if JavaScript is Disabled","Hiển thị thông báo nếu JavaScript đã tắt"
"Static Blocks","Khối tĩnh"
"Status","Trạng thái"
"Storage Root","Lưu trữ gốc"
"Store View","Cửa hàng xem"
"Template","Mẫu"
"The block has been deleted.","Các khối đã bị xóa."
"The block has been saved.","Các khối đã được lưu."
"The directory %s is not writable by server.","Các thư mục %s không được ghi bởi máy chủ."
"The page URL key cannot consist only of numbers.","Chìa khóa URL trang không thể chỉ gồm các số."
"The page URL key contains capital letters or disallowed symbols.","Chìa khóa URL trang có chứa chữ hoặc biểu tượng không được phép."
"The page has been deleted.","Các trang đã bị xóa."
"The page has been saved.","Các trang đã được lưu."
"The static block content cannot contain  directive with its self.","Nội dung khối tĩnh không thể chứa chỉ thị với chính nó."
"This block no longer exists.","Khối này không còn tồn tại."
"This page no longer exists.","Trang này không còn tồn tại."
"Title","Tiêu đề"
"URL Key","Khóa URL"
"Unable to find a block to delete.","Không thể tìm thấy một khối để xóa."
"Unable to find a page to delete.","Không thể tìm thấy một trang để xóa."
"WYSIWYG Options","Tùy chọn WYSIWYG"
"px.","px."
