"Default Currency","Mặc định tiền tệ"
"Download","Tải xuống"
"Download Magento Core Modules and Updates","Tải về mô đun Magento lõi và cập nhật"
"Downloading and installing Magento, please wait...","Tải về và cài đặt Magento, vui lòng đợi..."
"Email","Email"
"Email Address","Địa chỉ email"
"Enable Charts","Kích hoạt tính năng biểu đồ"
"Enable this option if you want the charts to be displayed on Dashboard.","Bật tùy chọn này nếu bạn muốn biểu đồ được hiển thị trên Bảng điều khiển."
"Enable this option only if you have SSL available.","Bật tùy chọn này nếu bạn có sẵn SSL."
"Encryption Key","Chìa khóa mã hóa"
"File System","Tập tin hệ thống"
"First Name","Họ"
"Full Download / SVN Installation","Tải toàn bộ / cài đặt SVN"
"Get ready to experience Open-Source eCommerce Evolved.","Hãy sẵn sàng để trải nghiệm Open-Source eCommerce Evolved."
"Go to Backend","Đi đến Backend"
"Go to Frontend","Đi đến giao diện người dùng"
"Having trouble installing Magento?","Có vấn đề cài đặt Magento?"
"Help Us to Keep Magento Healthy","Hãy giúp chúng tôi giữ cho Magento mạnh mẽ"
"Host","Chủ"
"I agree to the above terms and conditions.","Tôi đồng ý với các điều khoản và điều kiện trên."
"If you are a developer and would like to have the latest public updates, choose this option.","Nếu bạn là một nhà phát triển và muốn có những cập nhật chung mới nhất, chọn tùy chọn này."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","Nếu bạn đang chạy PHP như CGI, tiến trình PHP của bạn có thể chạy theo người sử dụng tương tự như người dùng ma bạn sử dụng khi tải tập tin Magento."
"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","Nếu bạn đang chạy các thuật cài đặt trên một bản cài Magento đã tải về trước đó và đã cài đặt, tiến hành với phương pháp này."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Nếu bạn không muốn hoặc không thể có thư mục Magento có thể ghi cho tiến trình web, bạn có thể sử dụng thực thi PEAR nằm trong thư mục gốc của bản cài Magento."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Nếu bạn đã tải về các gói phần mềm đầy đủ hoặc đã cài Magento qua SVN, bạn nên bỏ qua cài đặt gói và xác nhận bằng cách nhấn vào nút bên dưới."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Nếu bạn muốn quản lý gói Magento thông qua giao diện quản trị web, bạn sẽ cần phải có quyền truy cập web có thể ghi được áp dụng cho tất cả các thư mục và các tập tin Magento."
"If your server is running on MS Windows, most probably you will not need to change anything.","Nếu máy chủ của bạn đang chạy trên MS Windows, có lẽ hầu hết bạn sẽ không cần thay đổi gì."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","Trong các trường hợp khác bạn sẽ cần phải thực hiện ghi tập tin Magento cho người dùng rằng các tiến trình máy chủ web đang chạy nền."
"Installation","Bản cài"
"Installation Guide","Hướng dẫn cài đặt"
"Installer does not exist for %s database type","Trình cài đặt không tồn tại cho loại cơ sở dữ liệu %s"
"Last Name","Tên"
"License Agreement","Thỏa thuận cấp phép"
"Locale","Nơi diễn ra"
"Locale settings","Thiết lập nơi diễn ra"
"Localization","Nội địa hóa"
"Login Information","Thông tin đăng nhập"
"Magento","Magento"
"Magento Connect Manager Deployment","Triển khai quản lý kết nối Magento"
"Magento Installation Wizard","Hướng dẫn cài đặt Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento là một thương hiệu của Magento Inc. Bản quyền &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento sử dụng khóa này để mã hóa mật khẩu, thẻ tín dụng và nhiều thứ khác. Nếu mục này trống hệ thống sẽ tạo một khóa mã hóa cho bạn và sẽ hiển thị nó trên trang tiếp theo."
"Manual Downloads and Upgrades","Hướng dẫn tải về và nâng cấp"
"No resource for %s DB model.","Không có tài nguyên cho mô hình DB %s."
"One of PHP Extensions ""%s"" must be loaded.","Một trong những phần mở rộng PHP ""%s"" phải được tải."
"PHP Extension '%s' loaded","PHP mở rộng '%s' đã được tải"
"PHP Extensions ""%s"" must be loaded.","PHP mở rộng ""%s"" phải được tải."
"PHP extension ""%s"" must be loaded.","PHP mở rộng ""%s"" phải được tải."
"Package Management through the Web","Quản lý gói thông qua web"
"Password","Mật khẩu"
"Password Confirmation","Xác nhận mật khẩu"
"Path ""%s"" must be writable.","Đường dẫn ""%s"" phải có khả năng ghi."
"Personal Information","Thông tin cá nhân"
"Please correct the user data and try again.","VUi lòng chỉnh sửa dữ liệu người dùng và thử lại."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Xin chắc chắn rằng <code>mod_rewrite</code> đã được kích hoạt trong cấu hình Apache."
"Please note that it is much less stable than beta.","Xin lưu ý rằng nó ít ổn định hơn nhiều so với phiên bản beta."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Xin lưu ý rằng chỉ UNIX, Linux và Mac OS X shells hiện tại được hỗ trợ. Đối với Windows sử dụng tùy chọn '%s'."
"Please set all required settings before clicking Continue","Hãy đặt tất cả các cài đặt cần thiết trước khi bấm tiếp tục"
"Preferred stability: %s","Độ ổn định ưu tiên: %s"
"Proceed With Automatic Download (%s)","Tiến hành tự động tải về(%s)"
"Provide a complete base URL for SSL connection. For example: %s","Cung cấp một URL cơ sở đầy đủ cho kết nối SSL. Ví dụ như: %s"
"Report All Bugs","Báo cáo tất cả các lỗi"
"Required Fields","Bắt buộc"
"Response from server isn\'t valid.","Phản hồi từ máy chủ không hợp lệ."
"Run admin interface with SSL","Chạy giao diện quản trị với SSL"
"Run this in your shell from Magento root folder:","Chạy trong trình của bạn từ thư mục Magento gốc:"
"Save Session Data In","Lưu dữ liệu phiên làm việc trong"
"Save Session Files In","Lưu tập tin phiên làm việc trong"
"Secure Base URL","URL cơ sở an toàn"
"Session Storage Options","Tùy chọn lưu trữ phiên làm việc"
"Setting preferred state to: %s","Thiết lập trạng thái ưa thích: %s"
"Skip Base URL Validation Before the Next Step","Bỏ qua xác nhận URL cơ sở trước khi qua bước tiếp theo"
"Skip Secure URL validation before next step","Bỏ qua xác nhận URL an toàn trước khi sang bước tiếp theo"
"Tables Prefix","Bảng tiền tố"
"The URL ""%s"" is invalid.","Các URL ""%s"" không hợp lệ."
"The URL ""%s"" is not accessible.","Các URL ""%s"" không truy cập được."
"The database server version doesn\'t match system requirements (required: %s, actual: %s).","Các phiên bản máy chủ cơ sở dữ liệu không phù hợp với yêu cầu hệ thống (yêu cầu: %s, hiện tại: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","Bảng tiền tố chỉ nên dùng các chữ cái (a-z), chữ số (0-9) hoặc dấu gạch dưới (_), ký tự đầu tiên phải là một chữ."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Có một vấn đề cài đặt gói Magento. Xin vui lòng đọc các bản ghi, sửa lỗi và thử lại."
"Time Zone","Múi giờ"
"Use Secure URLs (SSL)","Sử dụng các URL an toàn (SSL)"
"Use Web Server (Apache) Rewrites","Sử dụng máy chủ web (Apache) ghi đè"
"User Name","Tên người dùng"
"User Password","Mật khẩu người dùng"
"Username","Tên người dùng"
"Validation","Sự công nhận"
"Web access options","Tùy chọn truy cập web"
"Welcome","Chào mừng"
"Welcome to Magento's Installation Wizard","Chào mừng đến với trình cài đặt Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Bạn có thể chỉ định cổng máy chủ, ví dụ: localhost:3307<br />Nếu bạn không sử dụng UNIX socket mặc định, bạn có thể xác định nó ở đây thay vì máy chủ, ví dụ: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Bạn có thể kích hoạt tùy chọn này để sử dụng máy chủ web viết lại chức năng để cải thiện tối ưu hóa công cụ tìm kiếm."
"You're All Set","Bạn đã cài đặt đủ"
"You're All Set!","Bạn đã cài đặt đủ!"
