"Google Checkout Shipping - Merchant Calculated","Vận chuyển thanh toán Google - Thương gia tính"
"Google Checkout: %s","Google Checkout: %s"
"Google Order Number: %s","Số đơn hàng Google: %s"
"Google Order Status Change:","Tình trạng đặt hàng Google thay đổi:"
"Google Refund:","Google hoàn phí:"
"Google Risk Information:","Thông tin rủi ro Google:"
"GoogleCheckout is not configured","GoogleCheckout không được cấu hình"
"Ground","Nền"
"Hide Cart Contents","Ẩn nội dung giỏ hàng"
"Home Delivery","Giao hàng tại nhà"
"IP Address: %s","Địa chỉ IP : %s"
"If enabled, cart contents will be hidden after clicking on the Google Checkout button in the shopping cart, and restored if ""Edit Cart"" link was activated.","Nếu được kích hoạt, nội dung giỏ hàng sẽ bị ẩn sau khi nhấp vào nút Google Checkout trong giỏ hàng, và khôi phục nếu liên kết ""Chỉnh sửa giỏ hàng"" đã được kích hoạt."
"Inches","Inches"
"Invoice Auto-Created: %s","Tự động tạo hóa đơn: %s"
"Is Buyer Willing to Receive Marketing Emails: %s","Người mua sẵn sàng để nhận email tiếp thị: %s"
"Key/URL delivery","Khóa/URL giao hàng"
"Large - %s","Rộng - %s"
"Latest Charge: %s","Phí mới nhất: %s"
"Latest Chargeback: %s","Tiền chiết khấu mới nhất: %s"
"Latest Refund: %s","Hoàn tiền mới nhất: %s"
"Location","Vị trí"
"Media Mail","Mail truyền thông"
"Medium - %s","Trung bình - %s"
"Merchant ID","ID người bán"
"Merchant Key","Chìa khóa thương gia"
"Method","Phương thức"
"New Order Status","Tình hình đơn hàng mới"
"Next Day Air","Không khí ngày tiếp theo"
"Next Day Air Early AM","Không khí sáng sớm ngày tới"
"Next Day Air Saver","Next Day Air Saver"
"No","Không"
"No Comment","Không bình luận"
"No Reason","Không lý do"
"Optimistic","Khả quan"
"Optional, leave empty for home page.","Tùy ý, bỏ trống cho trang chủ."
"Order creation error","Lỗi tạo đơn hàng"
"Parcel Post","Sở giao bưu kiện"
"Pessimistic","Bi quan"
"Priority Mail","Mail ưu tiên"
"Priority Overnight","Ưu tiên qua đêm"
"Rate 1 Amount","Định giá 1 tổng số"
"Rate 1 Ship To Applicable Countries","Định giá 1 tàu để áp dụng sang các nược"
"Rate 1 Ship to Specific Countries","Định giá 1 tàu đến các quốc gia cụ thể"
"Rate 1 Title","Đánh giá 1 tiêu đề"
"Rate 2 Amount","Đánh giá 2 số lượng"
"Rate 2 Ship To Applicable Countries","Đánh giá 2 tàu để áp dụng sang các nước"
"Rate 2 Ship to Specific Countries","Đánh giá 2 tàu đến các quốc gia cụ thể"
"Rate 2 Title","Đánh giá 2 tiêu đề"
"Rate 3 Amount","Định giá 3 số lượng"
"Rate 3 Ship To Applicable Countries","Định giá 3 tàu để áp dụng sang các nước"
"Rate 3 Ship to Specific Countries","Định giá 3 tàu đến các nước cụ thể"
"Rate 3 Title","Đánh giá 3 tiêu đề"
"Required for live Google Checkout transactions. Make sure that this option corresponds to Use Secure URLs in Frontend (""Web"" > ""Secure"").","Bắt buộc đối với các giao dịch Google Checkout trực tiếp. Hãy chắc chắn rằng tùy chọn này tương ứng để sử dụng các URL an toàn trong lối vào (""Web"" > ""An toàn"")."
"Residential","Dân cư"
"Sandbox","Bình đựng cát"
"Secure Callback URL","URL gọi lại an toàn"
"Small - %s","Nhỏ - %s"
"Standard Overnight","Tiêu chuẩn qua đêm"
"The tax amount has been applied based on the information received from Google Checkout, because tax amount received from Google Checkout is different from the calculated tax amount","Số lượng thuế đã được áp dụng dựa trên các thông tin nhận được từ Google Checkout, vì số tiền thuế thu được từ Google Checkout khác với số tiền thuế được tính"
"Title","Tiêu đề"
"Total Chargeback: %s","Tổng tiền chiết khấu: %s"
"Total Charged: %s","Tổng phí: %s"
"Total Refunded: %s","Tổng số hoàn trả: %s"
"Transparent","Minh bạch"
"UPS","UPS"
"USPS","USPS"
"United Kingdom","Vương quốc Anh"
"United States","Hoa kỳ"
"Unknown Reason","Lý do không rõ"
"White Background","Nền trắng"
"Yes","Có"
"You will be redirected to GoogleCheckout in a few seconds.","Bạn sẽ được chuyển hướng đến GoogleCheckout trong một vài giây."
